,lsoa11cd,lsoa11nm,lsoa11nmw,st_areasha,st_lengths,IMD_Rank,Index of Multiple Deprivation Decile,LSOA01NM,LADcd,LADnm,IMDScore,IMDRank0,IMDDec0,IncScore,IncRank,IncDec,EmpScore,EmpRank,EmpDec,EduScore,EduRank,EduDec,HDDScore,HDDRank,HDDDec,CriScore,CriRank,CriDec,BHSScore,BHSRank,BHSDec,EnvScore,EnvRank,EnvDec,IDCScore,IDCRank,IDCDec,IDOScore,IDORank,IDODec,CYPScore,CYPRank,CYPDec,ASScore,ASRank,ASDec,GBScore,GBRank,GBDec,WBScore,WBRank,WBDec,IndScore,IndRank,IndDec,OutScore,OutRank,OutDec,TotPop,DepChi,Pop16_59,Pop60+,WorkPop,priority_places_for_food_oct22_domain_supermarket_proximity,priority_places_for_food_oct22_domain_supermarket_accessibility,priority_places_for_food_oct22_domain_ecommerce_access,priority_places_for_food_oct22_domain_socio_demographic,priority_places_for_food_oct22_domain_nonsupermarket_proximity,priority_places_for_food_oct22_domain_food_for_families,priority_places_for_food_oct22_domain_fuel_poverty,priority_places_for_food_oct22_country,priority_places_for_food_oct22_country_denominator,priority_places_for_food_oct22_combined,Priority Places for Food Index: Supermarket proximity decile,Priority Places for Food Index: Supermarket accessibility decile,Priority Places for Food Index: Online supermarket delivery access decile,Priority Places for Food Index: Socio-demographic determinants of food insecurity decile,Priority Places for Food Index: Non-supermarket food retail proximity decile,Priority Places for Food Index: Need for further food support decile,Priority Places for Food Index: Fuel poverty decile,Priority Places for Food Index: Overall decile,AHAH_V3_0_ah3gp,AHAH_V3_0_ah3dent,AHAH_V3_0_ah3phar,AHAH_V3_0_ah3hosp,AHAH_V3_0_ah3blue,AHAH_V3_0_ah3gpas,AHAH_V3_0_ah3ffood,AHAH_V3_0_ah3gamb,AHAH_V3_0_ah3leis,AHAH_V3_0_ah3pubs,AHAH_V3_0_ah3tob,AHAH_V3_0_ah3no2,AHAH_V3_0_ah3so2,AHAH_V3_0_ah3pm10,AHAH_V3_0_ah3gp_rnk,AHAH_V3_0_ah3dent_rnk,AHAH_V3_0_ah3phar_rnk,AHAH_V3_0_ah3hosp_rnk,AHAH_V3_0_ah3leis_rnk,AHAH_V3_0_ah3gpas_rnk,AHAH_V3_0_ah3blue_rnk,AHAH_V3_0_ah3no2_rnk,AHAH_V3_0_ah3so2_rnk,AHAH_V3_0_ah3pm10_rnk,AHAH_V3_0_ah3gamb_rnk,AHAH_V3_0_ah3pubs_rnk,AHAH_V3_0_ah3tob_rnk,AHAH_V3_0_ah3ffood_rnk,AHAH_V3_0_ah3gp_pct,AHAH_V3_0_ah3dent_pct,AHAH_V3_0_ah3phar_pct,AHAH_V3_0_ah3hosp_pct,AHAH_V3_0_ah3leis_pct,AHAH_V3_0_ah3gpas_pct,AHAH_V3_0_ah3blue_pct,AHAH_V3_0_ah3no2_pct,AHAH_V3_0_ah3so2_pct,AHAH_V3_0_ah3pm10_pct,AHAH_V3_0_ah3gamb_pct,AHAH_V3_0_ah3pubs_pct,AHAH_V3_0_ah3tob_pct,AHAH_V3_0_ah3ffood_pct,AHAH_V3_0_ah3h,AHAH_V3_0_ah3g,AHAH_V3_0_ah3e,AHAH_V3_0_ah3r,AHAH_V3_0_ah3h_rnk,AHAH_V3_0_ah3g_rnk,AHAH_V3_0_ah3e_rnk,AHAH_V3_0_ah3r_rnk,AHAH_V3_0_ah3h_pct,AHAH_V3_0_ah3g_pct,AHAH_V3_0_ah3e_pct,AHAH_V3_0_ah3r_pct,AHAH_V3_0_ah3ahah,AHAH_V3_0_ah3ahah_rn,AHAH_V3_0_ah3ahah_pc,LSOA,Researcher initials (first),Coder initials (first),Date of data coding,Number of Images taken in the LSOA,Number of unique images taken in the LSOA,Number of dates photos taken across LSOA,Number of unique adverts in the LSOA,Number of unique advertising assets in the LSOA,Most common Advertising asset type in the LSOA,Number of different Advertising asset types in the LSOA,List of all the different Advertising asset types in the LSOA,Most common advert size in the LSOA,Number of different advert sizes in the LSOA,Number of different advertised product types in the LSOA,List of all the different Advertised product types in the LSOA,Number of different Products advertised in the LSOA,Most common Brand advertised in the LSOA,Number of different Brand advertised in the LSOA,List of all the different Brand advertised in the LSOA,Number of Products advertised with a price in the LSOA,Total price of Products advertised in the LSOA,Mean price of Products advertised in the LSOA,"Number of Products  with Fruit, Veg and Nut measure","Average percentage of products made up of fruit, vegetables and/or nuts across adverts in the LSOA",Count of adverts with a NPM status of fail,Count of adverts with a NPM status of pass,Count of adverts compliant with proposed healthy advertising policy restrictions,Count of adverts non-compliant with proposed healthy advertising policy restrictions
10,E01011274,Leeds 010C,Leeds 010C,301240.24170750007,3974.9946535856975,5701,2,Leeds 010C,E08000035,Leeds,35.522,5701,2,0.204,6412,2,0.162,5575,2,44.042,4403,2,0.974,4416,2,0.433,9994,4,15.25,22684,7,33.611,6890,3,0.259,6413,2,0.248,7037,3,1.104,3009,1,0.404,6563,2,-0.503,24119,8,0.764,11546,4,0.836,5311,2,0.108,13517,5,1342,255,741,346,740.5,27583,12181,8458,6613,14766,10250,5373,E,32843,4239,9,4,3,3,5,4,2,2,0.79,0.6575,1.105,0.79,2.0075,0.373302788,0.4775,1.105,1.525,0.33325,0.8125,13.5609,1.6655355,12.1277875,1198,1123,5453,1685,3767,30615,8693,23946,29346,13211,38101,40805,41063,40100,2,2,13,4,9,73,20,57,70,31,91,98,98,96,-1.6075170966506036,-0.09420684576992833,0.08086540099104157,1.8194585490116115,997,17717,22050,40878,3,43,53,98,27.10295036861712,32412,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,E01011275,Leeds 010D,Leeds 010D,287437.002089,3973.7425618008688,13990,5,Leeds 010D,E08000035,Leeds,20.43,13990,5,0.107,15334,5,0.105,11692,4,23.168,11805,4,0.356,10910,4,0.325,11572,4,11.717,26867,9,26.27,11008,4,0.149,14130,5,0.098,20265,7,0.566,8034,3,0.291,17018,6,-0.127,17915,6,-1.117,21359,7,0.505,9121,3,0.162,12697,4,1287,252,701,334,715.25,20718,6592,16854,15588,14940,10091,16599,E,32843,6428,7,3,6,5,5,4,6,2,2.7697,2.4667,2.51195,1.166,4.4584,0.393447042,0.9705,3.1098,2.3283,1.8003,2.8248,11.664995,1.3848135,11.62163,17963,16664,21625,4616,7545,27828,22792,18843,23397,11677,22671,29044,32905,35544,43,39,51,11,18,66,54,45,56,27,54,69,78,85,-0.5040548112691896,0.2736393505047682,-0.18415258449014515,0.6167540665958495,11330,27188,16863,31678,28,66,41,76,18.600280859148167,18122,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,E01011276,Leeds 011C,Leeds 011C,353701.25474450004,4462.012278925712,19771,7,Leeds 011C,E08000035,Leeds,14.17,19771,7,0.066,22476,7,0.058,22088,7,4.448000000000002,27979,9,-0.011,16183,5,0.595,7815,3,4.118000000000001,32342,10,42.494,3532,2,0.071,23793,8,0.094,20998,7,-0.625,25582,8,0.184,28483,9,-0.967,29552,9,-1.899,25385,8,1.116,3007,1,0.224,11787,4,1515,299,790,426,802.75,24288,10369,23134,20595,16342,10418,24311,E,32843,16459,8,4,8,7,5,4,8,6,1.9325,1.504,2.152,1.7425,2.09775,0.404335693,0.894,2.2405,2.98,0.894,0.923,13.5609,1.6655355,12.1277875,10959,7939,18030,10137,10684,26130,9274,23946,29346,13211,28767,37304,40771,36400,26,19,43,24,25,62,22,57,70,31,68,89,97,87,-0.6072167939785887,-0.2214743589251477,0.08086540099104157,1.2187611381144117,9702,14717,22050,38117,24,36,53,92,21.532799225804627,24378,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,E01011277,Leeds 014A,Leeds 014A,395085.474861,4702.9685421552285,22454,7,Leeds 014A,E08000035,Leeds,11.756,22454,7,0.057,24390,8,0.049,25066,8,12.254,19717,7,-0.04,16622,6,-0.077,17802,6,17.8,19415,6,30.701,8412,3,0.056,26260,8,0.122,17051,6,-0.049,16884,6,0.251,21603,7,0.545,7431,3,-3.02,29533,9,0.672,7067,3,0.243,11524,4,1509,343,932,234,924.5,10341,5556,26601,25617,8295,9453,25958,E,32843,15555,4,2,9,8,3,3,8,5,4.165,3.3625,3.4985,1.64,5.035,0.419741184,2.3967,4.4725,3.6725,2.3967,4.1875,11.768253333333334,1.4407546666666669,11.766613333333334,26304,23006,28772,9178,13884,23521,25436,19121,24660,12103,16073,24005,26830,22528,63,55,68,21,33,56,60,45,59,29,38,57,64,54,-0.049753529890338544,0.21917371357903126,-0.14276255089605855,0.09105255627274264,20195,25831,17669,22285,49,62,43,54,16.582097602108227,13348,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,E01011278,Leeds 014B,Leeds 014B,592388.2341035,5125.618133479124,26367,9,Leeds 014B,E08000035,Leeds,8.544,26367,9,0.04,28561,9,0.054,23340,8,3.548,29074,9,-0.361,21599,7,0.053,15849,5,10.773,27871,9,28.568,9626,3,0.028,30944,10,0.071,24941,8,-1.008,29437,9,0.204,26801,9,0.057,14686,5,-2.632,28276,9,0.498,9222,3,0.435,9095,3,1589,278,888,423,909.25,10340,10320,26601,26539,15797,9481,27517,E,32843,19856,4,4,9,9,5,3,9,7,3.7373,1.67855,1.8223,1.0523,3.5775,0.395362824,1.8848,4.1848,4.6048,1.1689,3.8998,13.2560925,1.5951415,12.095425,24218,9610,14210,3637,17789,27533,18085,23131,27890,13108,17213,34898,28014,26436,58,23,34,8,42,65,43,55,66,31,41,84,67,63,-0.4981097749665232,0.1220609469838205,0.02922097134235872,0.3857165019786039,11431,23300,21005,27835,28,56,51,67,16.544648854305663,13270,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,E01011279,Leeds 008C,Leeds 008C,3474180.9816775,9961.243373259125,25928,8,Leeds 008C,E08000035,Leeds,8.896000000000004,25928,8,0.051,25938,8,0.057,22414,7,6.016,26142,8,-0.138,18193,6,-0.527,24153,8,8.901,29592,10,27.031,10523,4,0.041,28907,9,0.091,21448,7,-0.564,24783,8,0.216,25596,8,-0.087,17181,6,-2.711,28565,9,0.733,6453,2,-0.428,22459,7,1287,233,680,374,686.25,16534,8271,23134,22223,9909,7283,22244,E,32843,10707,6,3,8,7,4,3,7,4,3.3414,3.1643,2.8711,1.6465,7.55535,0.460425437,1.964,6.64565,1.75925,1.5955,2.8711,10.861858875,1.265540625,11.34064375,21888,21723,24643,9235,4786,16315,34129,16579,20457,10846,10943,30878,32687,25739,52,52,59,22,11,39,81,39,49,25,26,74,78,61,-0.3255700184771424,0.3152159640296186,-0.30950780026400415,0.2717998740358887,14610,28180,14618,25844,36,68,36,62,16.627018766122074,13451,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,E01011280,Leeds 008D,Leeds 008D,944004.705675,6353.007876770662,30090,10,Leeds 008D,E08000035,Leeds,5.428,30090,10,0.036,29498,9,0.035,29448,9,4.228,28253,9,-0.68,25710,8,-0.406,22506,7,15.182,22766,7,19.41,15741,5,0.061,25500,8,0.038,30955,10,-0.803,27656,9,0.203,26865,9,0.377,9607,3,-2.855,29035,9,0.202,13268,5,0.007,15185,5,2067,432,1195,440,1192.75,20970,8489,23134,28651,11937,8037,27507,E,32843,21164,7,3,8,9,4,3,9,7,3.3674,3.1903,2.8971,2.24615,7.9889,0.393093825,1.72,8.4128,2.289,1.57125,2.8971,10.673794,1.2196135,11.258265,22055,21884,24861,14438,7350,27892,35120,16060,19142,10611,8870,31161,32566,27800,52,52,59,34,17,66,84,38,45,25,21,75,78,66,-0.19024886983234596,0.718290526487553,-0.3525179653951252,0.26740656318923145,17265,36385,13827,25762,42,88,34,62,22.033138885544872,25248,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,E01011281,Leeds 059A,Leeds 059A,923918.6911370001,5644.326756064187,5748,2,Leeds 059A,E08000035,Leeds,35.407,5748,2,0.205,6356,2,0.133,8202,3,40.065,5346,2,0.762,6266,2,1.455,1191,1,16.598,20923,7,26.956,10574,4,0.332,3192,1,0.187,10919,4,1.329,1695,1,0.304,15564,5,0.044,14919,5,-0.264,16606,6,0.486,9393,3,0.287,10919,4,2053,397,1314,342,1308.0,21246,23611,18356,7953,20663,4475,5947,E,32843,6829,7,8,6,3,7,2,2,3,2.9398,4.8164,2.8664,2.9398,0.9375,0.426277161,2.21,3.9897,2.907,2.9687,3.9897,16.85492,2.2491318,14.150650000000002,19203,29511,24612,19400,10307,22380,2379,31523,38249,22138,18031,19896,27633,23839,46,70,58,46,24,53,5,75,91,53,43,47,66,57,-0.019980004635218186,-0.7446735386407486,0.7168894849221124,0.09218642976359348,20844,5247,33081,22308,50,13,80,54,17.75326155865804,16192,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,E01011282,Leeds 059B,Leeds 059B,147187.650885,1717.0464432064932,2977,1,Leeds 059B,E08000035,Leeds,45.472,2977,1,0.261,3541,2,0.175,4653,2,52.647,2785,1,1.031,4000,2,1.539,953,1,10.714,27941,9,39.303,4504,2,0.37,2075,1,0.256,6586,3,1.243,2139,1,0.45,4000,2,-0.575,25153,8,-0.267,16618,6,0.879,4914,2,0.621,7232,3,1364,315,828,221,831.5,27733,15977,8458,3445,23883,6446,7729,E,32843,6631,9,5,3,2,8,2,3,3,0.54,3.6232,2.4625,0.54,3.695,0.342274696,1.9944,1.248,1.5012,2.2945,1.9944,17.058135,2.2464095,13.85717,332,24462,21151,528,3668,33878,18741,31887,38232,20724,36952,24793,36734,25484,0,58,50,1,8,81,44,76,91,49,88,59,88,61,-1.1534900626129103,0.37839114906872684,0.6970173248103073,0.7246810338050952,3423,29692,32820,33180,9,72,79,80,24.89876581207723,29874,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,E01011283,Leeds 059C,Leeds 059C,217775.6477075,2604.638098484681,845,1,Leeds 059C,E08000035,Leeds,60.875,845,1,0.379,604,1,0.279,708,1,59.216,1821,1,1.229,2716,1,1.597,789,1,13.289,25064,8,24.618,12010,4,0.518,235,1,0.272,5831,2,1.393,1407,1,0.472,3070,1,-0.554,24856,8,0.369,13358,5,0.025,16054,5,0.875,5037,2,1333,365,753,215,747.75,14343,24001,8458,1370,20143,4758,1179,E,32843,2150,5,8,3,1,7,2,1,1,4.2523,3.0202,3.4102,3.777,1.8975,0.479370952,0.4575,4.1737,4.0795,3.839,4.139,16.38803,2.161537,13.9591,26716,20795,28288,23684,15667,13223,7991,30675,37350,21191,17257,15230,27015,40220,64,49,67,56,37,31,19,73,89,50,41,36,64,96,0.13385605484275886,-0.6744578970835925,0.63389815149909,0.4028743216646535,24171,6161,31994,28122,58,15,77,68,20.20329010846239,21620,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,E01011284,Leeds 071A,Leeds 071A,735144.1010229999,5065.398511605898,2609,1,Leeds 071A,E08000035,Leeds,47.28,2609,1,0.223,5375,2,0.153,6246,2,47.827,3607,2,1.129,3323,2,1.606,775,1,10.035,28584,9,77.317,19,1,0.343,2820,1,0.282,5389,2,1.551,892,1,0.331,12663,4,-1.497,32111,10,0.283,13788,5,1.992,220,1,1.151,3214,1,1756,352,1264,140,1270.0,30870,18633,6523,3945,24711,3710,4057,E,32843,9592,10,6,2,2,8,2,2,3,0.965,1.3675,2.7025,0.9625,0.4825,0.213757008,0.63,1.8775,0.965,1.085,1.3225,17.123572000000003,2.4033912,14.35145,2243,6663,23295,2894,1426,39983,583,32018,39523,23204,31735,35646,39463,38965,5,15,55,6,3,95,1,76,94,55,76,85,94,93,-1.1525179127769698,-0.23443071662837134,0.829479075971041,1.2178172120352437,3430,14437,34371,38111,9,35,83,92,25.855903653897958,31087,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,E01011286,Leeds 059D,Leeds 059D,280410.935331,3577.4558661988735,9502,3,Leeds 059D,E08000035,Leeds,27.153,9502,3,0.097,16749,6,0.094,13603,5,26.659,9994,4,0.629,7609,3,1.689,591,1,8.898,29596,10,35.964,5824,2,0.137,15288,5,0.101,19826,7,0.626,7326,3,0.322,13626,5,-0.233,19804,7,-1.785,24812,8,0.612,7807,3,0.943,4555,2,1254,231,788,235,792.5,26510,16470,18356,16748,20567,5903,12948,E,32843,11157,9,6,6,6,7,2,4,4,2.23745,2.9236,3.7996,2.23745,3.9335,0.346937001,1.6673,1.1456,1.3864,2.1921,2.68305,16.66846,2.090641,14.00449,13625,20091,30275,14365,3110,33481,20004,31211,36557,21414,37785,25663,33593,28291,32,48,72,34,7,80,47,74,87,51,90,61,80,68,-0.34814715598155105,0.3991183299003945,0.6188088224209606,0.731844424660032,14154,30189,31806,33283,34,73,77,80,26.46882145087121,31774,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,E01011287,Leeds 067B,Leeds 067B,312456.4512135,2905.691720145171,10679,4,Leeds 067B,E08000035,Leeds,25.137,10679,4,0.112,14674,5,0.1,12478,4,24.553,11064,4,0.425,10008,4,0.951,3918,2,21.151,15323,5,33.98,6700,3,0.185,11110,4,0.104,19429,6,0.504,8811,3,0.32,13738,5,0.586,6984,3,-1.484,23308,8,0.637,7496,3,0.694,6544,2,1336,245,786,305,796.0,27337,16183,8458,13841,19783,7925,17037,E,32843,10032,9,5,3,5,7,3,6,4,3.7005,1.85525,4.046747368,2.068,5.1633,0.398336724,1.793,2.96,3.4512,2.46475,4.23515,16.15252,1.991677,13.961216666666669,24025,11225,31364,12960,12893,27082,26037,30218,35268,21202,23596,23420,26628,27225,57,26,75,31,30,64,62,72,84,50,56,56,63,65,-0.14768783992583634,0.34921697659152845,0.5437649908090925,0.2660289955588644,18121,29052,30664,25739,44,70,74,62,22.728267614684455,26483,64,E01011287,IW,IW,1.0,13.0,9.0,1.0,12.0,9.0,1.0,2.0,[1. 9.],2.0,2.0,3.0,[2. 1. 5.],7.0,Pepsi,5.0,"['Pepsi' 'Forrero Rocher' ""McDonald's"" 'Leeds International Festival'
 'Lucozade']",5.0,28.830000000000002,2.620909090909091,1.0,0.0,5.0,6.0,6.0,5.0
23,E01011292,Leeds 071B,Leeds 071B,295506.254436,4433.93752588268,632,1,Leeds 071B,E08000035,Leeds,63.407,632,1,0.338,1255,1,0.261,1059,1,57.053,2092,1,1.699,872,1,1.865,336,1,16.164,21459,7,44.51,3018,1,0.372,2020,1,0.365,2677,1,1.211,2303,1,0.49,2409,1,-1.592,32278,10,1.706,7872,3,0.811,5572,2,1.258,2650,1,1591,324,957,310,968.0,32083,27784,955,604,25123,5018,2159,E,32843,15660,10,9,1,1,8,2,1,5,1.51,0.21,1.56,0.21,2.4375,0.248221219,0.15,0.7125,0.5025,0.6535,0.995,16.27678,2.4389205,14.407095,6933,85,11004,39,226,38882,11457,30460,39737,23489,40626,39134,40547,41428,16,0,26,0,0,93,27,73,95,56,97,94,97,99,-2.027749512939587,0.44496017754048045,0.8126621238575967,1.956018903644696,238,31182,34198,41165,1,75,82,99,38.166593462592616,39237,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,E01011293,Leeds 071C,Leeds 071C,223469.24913700004,3607.0571879358163,1773,1,Leeds 071C,E08000035,Leeds,52.665,1773,1,0.276,2980,1,0.184,4092,2,45.827,3988,2,1.401,1881,1,2.14,109,1,15.628,22194,7,54.223,1282,1,0.389,1661,1,0.253,6771,3,0.976,3940,2,0.444,4282,2,-1.122,30625,10,1.456,8731,3,1.055,3443,2,1.493,1654,1,1734,397,1105,232,1099.75,30437,27886,955,2311,25273,4500,3250,E,32843,12391,10,9,1,1,8,2,1,4,1.3925,0.97625,1.9425,0.9525,2.21375,0.261919662,0.4875,1.215,1.0275,1.04625,1.27125,16.27678,2.4389205,14.407095,5851,3247,15677,2817,1638,38360,9989,30460,39737,23489,37216,35967,39651,40041,14,7,37,6,3,91,23,73,95,56,89,86,95,96,-1.2141144030304456,0.34585970942267513,0.8126621238575967,1.4293307445219086,2978,28944,34198,39479,8,70,82,95,32.18807837674133,36552,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,E01011294,Leeds 071D,Leeds 071D,251530.856036,3417.861138135904,222,1,Leeds 071D,E08000035,Leeds,71.263,222,1,0.386,537,1,0.294,513,1,58.266,1938,1,3.215,6,1,2.395,38,1,14.763,23338,8,31.865,7791,3,0.42,1118,1,0.43,1367,1,1.14,2757,1,0.51,1761,1,-1.029,30015,10,1.219,9644,3,0.41,10391,4,0.95,4500,2,1067,263,638,166,641.5,30406,23534,955,636,24206,5223,6234,E,32843,9647,10,8,1,1,8,2,2,3,1.0648,1.055,1.4625,1.055,3.52,0.325151205,0.69,1.7239,2.315,1.7239,1.8975,17.31152,2.4460593333333334,14.283476666666669,2982,3878,9792,3668,7477,35171,17746,32300,39795,22863,33018,29684,37180,38389,7,9,23,8,17,84,42,77,95,54,79,71,89,92,-1.1568222621470237,0.4088480648535731,0.8512425516437716,1.0011180658497323,3393,30379,34628,36290,9,73,83,87,28.84326063629249,34113,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,E01011295,Leeds 059E,Leeds 059E,246684.9394185,2133.338496760289,4054,2,Leeds 059E,E08000035,Leeds,40.705,4054,2,0.222,5400,2,0.18,4270,2,38.725,5708,2,0.871,5288,2,1.728,513,1,11.946,26621,9,30.263,8652,3,0.266,6053,2,0.242,7338,3,0.667,6854,3,0.433,4812,2,-0.509,24199,8,-0.056,15480,5,0.67,7101,3,0.202,12113,4,1516,339,980,197,975.75,24348,15699,8458,5304,22800,5670,3980,E,32843,3993,8,5,3,2,7,2,2,2,1.865,4.7289,1.99,1.865,2.16,0.426398337,2.825,2.5955,2.9612,2.7425,2.8797,17.09455,2.3219643333333333,13.808063333333337,10323,29219,16213,11219,10592,22367,9662,31965,38885,20482,26129,21396,32647,20014,24,70,38,26,25,53,23,76,93,49,62,51,78,48,-0.343970698408641,-0.3217359722880974,0.7307751016426086,0.27064171617067023,14253,12497,33249,25819,35,30,80,62,18.682339082347625,18293,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,E01011296,Leeds 030A,Leeds 030A,3854205.1912835,11848.373192528217,27712,9,Leeds 030A,E08000035,Leeds,7.48,27712,9,0.052,25559,8,0.059,21769,7,6.712,25353,8,-0.359,21580,7,-0.165,19122,6,5.263,31914,10,11.857,22117,7,0.094,20271,7,0.052,28837,9,-0.688,26369,9,0.242,22619,7,-0.455,23358,8,-2.852,29024,9,-0.266,20619,7,-0.116,17280,6,1650,245,754,651,771.5,2372,8751,16854,24727,4327,15614,28693,E,32843,14030,1,3,6,8,2,5,9,5,19.735,9.857,19.50621053,18.6125,10.8635,0.455189526,19.575,19.992,21.1802,9.0245,19.9675,13.257799,1.2913276,14.559458,40379,36551,40412,38565,36475,17196,39169,23137,21126,24282,3778,5815,5951,3134,96,87,96,92,87,41,93,55,50,58,9,14,14,7,1.4879195769680693,0.6606229396135598,0.11976727522605861,-1.2321060040830392,39679,35373,22748,3942,96,85,55,10,31.466667009116886,36114,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,E01011297,Leeds 030B,Leeds 030B,19969425.6282165,29768.804665478416,24969,8,Leeds 030B,E08000035,Leeds,9.631,24969,8,0.042,28165,9,0.044,26561,9,5.611,26593,9,-0.438,22621,7,-0.315,21246,7,23.346,12827,4,32.605,7410,3,0.038,29474,9,0.084,22713,7,-0.896,28528,9,0.238,23044,8,0.913,4020,2,-4.721,32250,10,0.525,8853,3,0.799,5652,2,1574,309,905,360,922.75,2259,4788,23134,28282,1090,15470,24604,E,32843,14346,1,2,8,9,1,5,8,5,15.01727164,14.12127164,13.30179104,13.28350746,4.8595,0.501251578,13.83107164,14.19627164,11.7931,12.95162164,21.07961925,13.104243583333334,1.2362213888888889,15.088222222222225,39176,38275,39156,36417,31878,10147,24610,22742,19613,27023,5533,3925,5582,5022,93,91,93,87,76,24,58,54,47,64,13,9,13,12,1.2660954278709795,-0.23465379273951004,0.1388279028309892,-1.178156637110522,38472,14434,23139,4293,93,35,56,11,21.421993391021125,24133,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,E01011298,Leeds 088A,Leeds 088A,3175759.841493,9599.441935577195,6551,2,Leeds 088A,E08000035,Leeds,33.281,6551,2,0.16,9666,3,0.121,9594,3,55.077,2390,1,0.717,6712,3,0.592,7838,3,29.25,7476,3,27.263,10383,4,0.241,7443,3,0.183,11250,4,1.724,465,1,0.36,9868,4,0.943,3808,2,-0.895,20106,7,0.645,7395,3,-0.087,16752,6,1499,295,865,339,871.5,2257,5249,18356,12260,6768,16107,7909,E,32843,1585,1,2,6,4,3,5,3,1,15.32214179,14.50114179,13.81144179,13.79450746,13.26525,0.495325267,14.05169179,14.50114179,11.95914179,13.21354179,18.72679961,12.524433333333333,1.3257252222222222,15.558175555555556,39298,38398,39263,36664,32040,10917,40576,21158,21978,29441,5426,3827,6468,4920,94,92,94,87,76,26,97,50,52,70,13,9,15,11,1.2875275349467081,0.6391105525544523,0.20828061118411223,-1.1643847427717924,38616,34979,24514,4390,93,84,59,11,29.78715613397261,34926,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,E01011299,Leeds 088B,Leeds 088B,17535325.3579655,23243.799738377762,20474,7,Leeds 088B,E08000035,Leeds,13.518,20474,7,0.075,20384,7,0.066,19760,7,12.982,19057,6,-0.342,21327,7,0.062,15708,5,24.359,11766,4,22.19,13724,5,0.069,24015,8,0.135,15596,5,-0.317,21216,7,0.299,16113,5,0.752,5316,2,-1.371,22743,7,0.496,9248,3,-0.359,21338,7,2494,579,1445,470,1450.0,3501,9984,18356,20778,25651,12672,15477,E,32843,9590,2,4,6,7,8,4,5,3,4.5612,8.3724,4.3985,9.3252,2.3045,0.448700339,6.906,8.0899,6.653,5.9054,8.1734,12.277102857142856,1.3404902571428572,14.49502742857143,27998,35551,32580,33799,24223,18384,10589,20524,22330,23947,9148,9147,15665,9333,67,85,78,80,58,44,25,49,53,57,21,22,37,22,0.6685589686603902,-0.40617033577309897,0.0846113367261407,-0.6568387642381571,33499,10757,22121,9287,81,26,54,23,16.413652155781307,12983,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,E01011300,Leeds 089A,Leeds 089A,476474.958391,3799.3511552085147,14822,5,Leeds 089A,E08000035,Leeds,19.494,14822,5,0.109,15119,5,0.104,11892,4,24.691,10993,4,0.332,11192,4,0.022,16347,5,17.037,20390,7,17.541,17175,6,0.132,15801,5,0.176,11799,4,0.329,11020,4,0.349,10868,4,0.147,13130,4,-0.549,18130,6,0.147,14173,5,-0.107,17103,6,1515,323,878,314,864.0,9735,17868,8458,14422,7166,14114,8304,E,32843,2548,3,6,3,5,3,5,3,1,2.6392,2.6392,2.6392,2.6392,7.7127,0.471794069,3.423,4.5377,7.2513,4.0926,17.194,11.637745,1.303923,14.0692,16991,17997,22778,17371,25708,14400,34485,18766,21430,21739,15863,14113,7176,17115,40,43,54,41,61,34,82,44,51,52,38,33,17,41,-0.04182490631183666,0.2706708359776835,-0.01331698924163918,-0.4740501998438553,20391,27092,20174,11778,49,65,49,29,15.280746117560703,10309,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
