,Rinitials,Cinitials,Codedate,LSOA,IMGid,IMGdate,ADid,ASSETid,Long,Lat,ADtype,ADsize,ADprodtype,ADprod,ADbrand,Brandad,Admanagement,Price£,Pricesourcelink,Unit,Portion,Totalwt,Wtsource,Nutritionsource,Nutsourcelink,Fatdensity,Satfatdensity,Sugardensity,Sodiumdensity,Ekcaldensity,Fibredensity,Proteindensity,FVN,NPMscore,NPMstatus,ADcompliance,...1,Latitude,Longitude,file_path,LSOA_naming,lsoa_code,IMD_Q,LSOA_name
659,CE,IW,08/06/2023,E01032496,IMG_20230515_104516970,15/05/2023,AR_RNHD_01_01,AR_RNHD_01,NA,NA,1,2,1,Pizza,Pepsi,0,Clear Channel,2.5,https://www.sainsburys.co.uk/gol-ui/SearchResults/cheese%20and%20tomato%20pizza,g,200,410,"FPS book, pg 25 9-10 inch pizza",4,CoFID 11-936,9.8,4.12,3.9,380,272,2.9,12.2,0,8,1,1,0,53.74164997,-1.508418,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01032496_Q4_RobinHood\IMG_20230515_104516970.jpg,E01032496_Q4_RobinHood,E01032496,Q4,RobinHood
660,CE,IW,08/06/2023,E01032496,IMG_20230515_111322560,15/05/2023,AR_RNHD_02_01,AR_RNHD_02,NA,NA,1,2,5,B&Q,B&Q,1,Clear channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.73659297,-1.506952,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01032496_Q4_RobinHood\IMG_20230515_111322560.jpg,E01032496_Q4_RobinHood,E01032496,Q4,RobinHood
661,CE,IW,08/06/2023,E01032496,IMG_20230515_111340819,15/05/2023,AR_RNHD_03_01,AR_RNHD_03,NA,NA,1,2,5,B&Q,B&Q,1,Clear channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.73659297,-1.506952,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01032496_Q4_RobinHood\IMG_20230515_111340819.jpg,E01032496_Q4_RobinHood,E01032496,Q4,RobinHood
662,CE,IW,08/06/2023,E01032496,IMG_20230515_111348226,15/05/2023,AR_RNHD_04_01,AR_RNHD_04,NA,NA,1,2,5,Dementia support,Alzheimer's society,1,Clear channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.73659297,-1.506952,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01032496_Q4_RobinHood\IMG_20230515_111348226.jpg,E01032496_Q4_RobinHood,E01032496,Q4,RobinHood
663,CE,IW,08/06/2023,E01032496,IMG_20230515_111409587,15/05/2023,AR_RNHD_05_01,AR_RNHD_05,NA,NA,8,3,5,"Windows, doors, convervatory",Solar frame,1,global,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.73659297,-1.506952,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01032496_Q4_RobinHood\IMG_20230515_111409587.jpg,E01032496_Q4_RobinHood,E01032496,Q4,RobinHood
664,CE,IW,08/06/2023,E01032496,IMG_20230515_111415174,15/05/2023,AR_RNHD_06_01,AR_RNHD_06,NA,NA,8,3,5,Ticket to paradise (film),Now,0,global,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.73659297,-1.506952,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01032496_Q4_RobinHood\IMG_20230515_111415174.jpg,E01032496_Q4_RobinHood,E01032496,Q4,RobinHood
665,CE,IW,08/06/2023,E01032496,IMG_20230515_113731992,15/05/2023,AR_RNHD_07_01,AR_RNHD_07,NA,NA,14,2,5,Leeds 10K,Run for all,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.73610997,-1.505838972,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01032496_Q4_RobinHood\IMG_20230515_113731992.jpg,E01032496_Q4_RobinHood,E01032496,Q4,RobinHood
666,CE,IW,08/06/2023,E01032496,IMG_20230515_111945660,15/05/2023,AR_RNHD_08_01,AR_RNHD_08,NA,NA,6,2,3,The gardeners' arms (beer on tap),The gardener's arms,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.73566497,-1.50503,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01032496_Q4_RobinHood\IMG_20230515_111945660.jpg,E01032496_Q4_RobinHood,E01032496,Q4,RobinHood
667,CE,IW,08/06/2023,E01032496,IMG_20230515_112012414,15/05/2023,AR_RNHD_09_01,AR_RNHD_09,NA,NA,6,2,1,smaller plates (macaroni cheese),NA,1,NA,NA,NA,NA,NA,NA,NA,NA,CoFID 11-954,8.6,4.47,2.8,149,183,1.1,7.8,0,2,0,0,0,53.73566497,-1.50503,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01032496_Q4_RobinHood\IMG_20230515_112012414.jpg,E01032496_Q4_RobinHood,E01032496,Q4,RobinHood
668,CE,IW,08/06/2023,E01032496,IMG_20230515_115051244,15/05/2023,AR_RNHD_10_01,AR_RNHD_10,NA,NA,14,2,5,MacMillan Cancer (fund raising music festival),NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.74096997,-1.508362972,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01032496_Q4_RobinHood\IMG_20230515_115051244.jpg,E01032496_Q4_RobinHood,E01032496,Q4,RobinHood
669,CE,IW,08/06/2023,E01032496,IMG_20230515_115056461,15/05/2023,AR_RNHD_11_01,AR_RNHD_11,NA,NA,14,2,5,Functions/room hire,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.74096997,-1.508362972,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01032496_Q4_RobinHood\IMG_20230515_115056461.jpg,E01032496_Q4_RobinHood,E01032496,Q4,RobinHood
670,CE,IW,08/06/2023,E01032496,IMG_20230515_115128690,15/05/2023,AR_RNHD_12_01,AR_RNHD_12,NA,NA,14,2,1,Sunday roast (beef),NA,1,NA,NA,NA,NA,525,525,Co-FID,2,https://www.greeneking-pubs.co.uk/media/40092/pub-dining-autumn-winter-2022-main-menu-nutrition-report.pdf,12.08,4.5,3.6,291.05,204.38,0,8.17,32.8,4,1,1,0,53.74111897,-1.508566,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01032496_Q4_RobinHood\IMG_20230515_115128690.jpg,E01032496_Q4_RobinHood,E01032496,Q4,RobinHood
671,CE,IW,08/06/2023,E01032496,IMG_20230515_115207456,15/05/2023,AR_RNHD_13_01,AR_RNHD_13,NA,NA,14,2,3,Cask ales,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.74136897,-1.508159972,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01032496_Q4_RobinHood\IMG_20230515_115207456.jpg,E01032496_Q4_RobinHood,E01032496,Q4,RobinHood
672,CE,IW,08/06/2023,E01032496,IMG_20230515_115258672,15/05/2023,AR_RNHD_14_01,AR_RNHD_14,NA,NA,14,1,5,Themepark,Lime pit lane theme park,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.741632,-1.508013,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01032496_Q4_RobinHood\IMG_20230515_115258672.jpg,E01032496_Q4_RobinHood,E01032496,Q4,RobinHood
673,CE,IW,08/06/2023,E01032496,IMG_20230515_110627095,15/05/2023,AR_RNHD_15_01,AR_RNHD_15,NA,NA,14,1,5,Fly tipping,Leeds City Council,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.73985797,-1.511579972,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01032496_Q4_RobinHood\IMG_20230515_110627095.jpg,E01032496_Q4_RobinHood,E01032496,Q4,RobinHood
674,CE,IW,08/06/2023,E01011522,IMG_20230605_105348057,05/06/2023,MN_GTHC_01_01,MN_GTHC_01,NA,NA,1,2,1,Goodfella's stonebaked thin margarita,Goodfella's,0,global,2.49,https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds&preservedReferrer=https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds,g,172.5,345,https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds&preservedReferrer=https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds,3,https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds&preservedReferrer=https://www.tesco.com/groceries/en-GB/products/266459126?sc_cmp=ppc*GHS+-+Grocery+-+New*MPX_PMAX_All_OT_Top+Offers_Online+Budget_1009392**266459126*&gbraid=0AAAAADiyNavC8LMv_NiBlQYuFIvzrobjA&gclid=EAIaIQobChMI9dji9M6z_wIVqujtCh0jgAqgEAQYASABEgKE6_D_BwE&gclsrc=aw.ds,9.7,5,1.2,280,243,2,12,0,3,0,0,0,53.75802197,-1.62633,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011522_Q4_GildersomeTownStHighfieldClose\IMG_20230605_105348057.jpg,E01011522_Q4_GildersomeTownStHighfieldClose,E01011522,Q4,GildersomeTownStHighfieldClose
675,CE,IW,08/06/2023,E01011522,IMG_20230605_105356362,05/06/2023,MN_GTHC_02_01,MN_GTHC_02,NA,NA,1,2,5,MacMillan Cancer Support,MacMillan Cancer Support,1,global,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.75802197,-1.62633,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011522_Q4_GildersomeTownStHighfieldClose\IMG_20230605_105356362.jpg,E01011522_Q4_GildersomeTownStHighfieldClose,E01011522,Q4,GildersomeTownStHighfieldClose
676,CE,IW,08/06/2023,E01011522,IMG_20230605_121419353,05/06/2023,MN_GTHC_03_01,MN_GTHC_03,NA,NA,14,2,5,Composite doors,Morley doors,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.75597197,-1.61867,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011522_Q4_GildersomeTownStHighfieldClose\IMG_20230605_121419353.jpg,E01011522_Q4_GildersomeTownStHighfieldClose,E01011522,Q4,GildersomeTownStHighfieldClose
677,CE,IW,08/06/2023,E01011522,IMG_20230605_121432145,05/06/2023,MN_GTHC_04_01,MN_GTHC_04,NA,NA,14,2,5,Decorators & sprayfinishing,NW decs,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.75597197,-1.61867,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011522_Q4_GildersomeTownStHighfieldClose\IMG_20230605_121432145.jpg,E01011522_Q4_GildersomeTownStHighfieldClose,E01011522,Q4,GildersomeTownStHighfieldClose
678,CE,IW,08/06/2023,E01011522,IMG_20230605_121451602,05/06/2023,MN_GTHC_05_01,MN_GTHC_05,NA,NA,8,3,5,Composite doors & UPVC windows,Morley doors,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.75597197,-1.61867,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011522_Q4_GildersomeTownStHighfieldClose\IMG_20230605_121451602.jpg,E01011522_Q4_GildersomeTownStHighfieldClose,E01011522,Q4,GildersomeTownStHighfieldClose
679,CE,IW,08/06/2023,E01011522,IMG_20230605_121709787,05/06/2023,MN_GTHC_06_01,MN_GTHC_06,NA,NA,2,1,5,yournextbus,Metro,0,Metro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.75525197,-1.616942,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011522_Q4_GildersomeTownStHighfieldClose\IMG_20230605_121709787.jpg,E01011522_Q4_GildersomeTownStHighfieldClose,E01011522,Q4,GildersomeTownStHighfieldClose
680,CE,IW,08/06/2023,E01011522,IMG_20230605_123124326,05/06/2023,MN_GTHC_07_01,MN_GTHC_07,NA,NA,6,2,1,Carvery (roast turkey),Greene king,1,NA,NA,NA,g,525,525,FPS book,2,https://www.greeneking-pubs.co.uk/media/40092/pub-dining-autumn-winter-2022-main-menu-nutrition-report.pdf,9.49,3.26,3.94,430.48,197.9,0,12.4,32.8,4,1,1,0,53.75635297,-1.620686,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011522_Q4_GildersomeTownStHighfieldClose\IMG_20230605_123124326.jpg,E01011522_Q4_GildersomeTownStHighfieldClose,E01011522,Q4,GildersomeTownStHighfieldClose
681,CE,IW,08/06/2023,E01011522,IMG_20230605_123208234,05/06/2023,MN_GTHC_08_01,MN_GTHC_08,NA,NA,6,2,1,Carvery (roast turkey),Greene king,1,NA,NA,NA,g,525,525,FPS book,2,https://www.greeneking-pubs.co.uk/media/40092/pub-dining-autumn-winter-2022-main-menu-nutrition-report.pdf,9.49,3.26,3.94,430.48,197.9,0,12.4,32.8,4,1,1,0,53.756543,-1.620066,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011522_Q4_GildersomeTownStHighfieldClose\IMG_20230605_123208234.jpg,E01011522_Q4_GildersomeTownStHighfieldClose,E01011522,Q4,GildersomeTownStHighfieldClose
682,CE,IW,08/06/2023,E01011522,IMG_20230605_125614242,05/06/2023,MN_GTHC_09_01,MN_GTHC_09,NA,NA,6,2,3,Gin & tonic,Greene king,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.75657497,-1.620060972,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011522_Q4_GildersomeTownStHighfieldClose\IMG_20230605_125614242.jpg,E01011522_Q4_GildersomeTownStHighfieldClose,E01011522,Q4,GildersomeTownStHighfieldClose
683,CE,IW,08/06/2023,E01011522,IMG_20230605_125647382,05/06/2023,MN_GTHC_10_01,MN_GTHC_10,NA,NA,6,2,1,Chicken burger meal,Greene king,1,NA,NA,NA,g,352,352,"FPS book, pg 57 chicken with bun, pg 94 medium chips + avg tomato, onion, & lettuce from McDonalds",2,https://www.greeneking-pubs.co.uk/media/40092/pub-dining-autumn-winter-2022-main-menu-nutrition-report.pdf,29.18,4.09,4.55,646.59,504.83,0,16.36,16.2,18,1,1,0,53.75645897,-1.620206,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011522_Q4_GildersomeTownStHighfieldClose\IMG_20230605_125647382.jpg,E01011522_Q4_GildersomeTownStHighfieldClose,E01011522,Q4,GildersomeTownStHighfieldClose
684,CE,IW,08/06/2023,E01011522,IMG_20230605_130145497,05/06/2023,MN_GTHC_11_01,MN_GTHC_11,NA,NA,14,1,5,pest control,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.757631,-1.624247972,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011522_Q4_GildersomeTownStHighfieldClose\IMG_20230605_130145497.jpg,E01011522_Q4_GildersomeTownStHighfieldClose,E01011522,Q4,GildersomeTownStHighfieldClose
685,IW,IW,12/06/2023,E01011726,IMG_6232,07/06/2023,FW_GLTD_01_01,FW_GLTD_01,NA,NA,6,2,5,Plastering,Leeds plastering contractors,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.78805278,-1.620013889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6232.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
686,IW,IW,12/06/2023,E01011726,IMG_6233,07/06/2023,FW_GLTD_02_01,FW_GLTD_02,NA,NA,6,2,5,Skip hire,Holmes skip hire,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.78805833,-1.620025,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6233.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
687,IW,IW,12/06/2023,E01011726,IMG_6234,07/06/2023,FW_GLTD_03_01,FW_GLTD_03,NA,NA,1,2,3,Inch's medium apple cider,Inch's,0,Clear channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79074167,-1.613819444,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6234.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
688,IW,IW,12/06/2023,E01011726,IMG_6235,07/06/2023,FW_GLTD_04_01,FW_GLTD_04,NA,NA,1,2,3,Peroni bottle,Peroni,0,Clear channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79073056,-1.613797222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6235.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
689,IW,IW,12/06/2023,E01011726,IMG_6236,07/06/2023,FW_GLTD_05_01,FW_GLTD_05,NA,NA,2,1,5,Mcard Mobile app,Metro,0,Metro,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79073611,-1.613705556,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6236.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
690,IW,IW,12/06/2023,E01011726,IMG_6237,07/06/2023,FW_GLTD_06_01,FW_GLTD_06,NA,NA,3,3,5,show homes,Stonebridge beck,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79124444,-1.614522222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6237.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
691,IW,IW,12/06/2023,E01011726,IMG_6238,07/06/2023,FW_GLTD_06_01,FW_GLTD_06,NA,NA,3,3,5,show homes,Stonebridge beck,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79131944,-1.614475,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6238.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
692,IW,IW,12/06/2023,E01011726,IMG_6239,07/06/2023,FW_GLTD_06_01,FW_GLTD_06,NA,NA,3,3,5,show homes,Stonebridge beck,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79138611,-1.614447222,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6239.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
693,IW,IW,12/06/2023,E01011726,IMG_6240,07/06/2023,FW_GLTD_07_01,FW_GLTD_07,NA,NA,12,1,5,Advertising space,Parks sponsorship,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79129444,-1.614477778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6240.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
694,IW,IW,12/06/2023,E01011726,IMG_6241,07/06/2023,FW_GLTD_08_01,FW_GLTD_08,NA,NA,12,1,5,Advertising space,Parks sponsorship,1,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79163611,-1.614808333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6241.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
695,IW,IW,12/06/2023,E01011726,IMG_6242,07/06/2023,FW_GLTD_09_01,FW_GLTD_09,NA,NA,1,2,5,Jay Blades east end through time (tv programme),Channel 5,0,Clear channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79225833,-1.616552778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6242.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
696,IW,IW,12/06/2023,E01011726,IMG_6242,07/06/2023,FW_GLTD_09_01,FW_GLTD_09,NA,NA,1,2,5,For her sins (tv programme),Channel 5,0,Clear channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79225833,-1.616552778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6242.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
697,IW,IW,12/06/2023,E01011726,IMG_6242,07/06/2023,FW_GLTD_09_01,FW_GLTD_09,NA,NA,1,2,5,Puzzling (tv programme),Channel 5,0,Clear channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79225833,-1.616552778,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6242.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
698,IW,IW,12/06/2023,E01011726,IMG_6243,07/06/2023,FW_GLTD_10_01,FW_GLTD_10,NA,NA,1,2,5,Llyods bank smart nstart,Lloyds bank,0,Clear channel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79227778,-1.616588889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6243.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
699,IW,IW,12/06/2023,E01011726,IMG_6245,07/06/2023,FW_GLTD_11_01,FW_GLTD_11,NA,NA,14,1,5,Community library,Leeds City Council,0,Leeds City Council,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.78666389,-1.618538889,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6245.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
700,IW,IW,12/06/2023,E01011726,IMG_6246,07/06/2023,FW_GLTD_12_01,FW_GLTD_12,NA,NA,6,1,5,Construction company,ADT construction,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79174444,-1.622508333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6246.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
701,IW,IW,12/06/2023,E01011726,IMG_6246,07/06/2023,FW_GLTD_13_01,FW_GLTD_13,NA,NA,6,1,5,Plastering and painting,Plasterer in leeds,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,53.79174444,-1.622508333,C:/Users/mediwils/Downloads/ImagesFromLeedsLSOAs/E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane\IMG_6246.JPG,E01011726_Q2_GambleLaneTongDriveStonecliffesHallLane,E01011726,Q2,GambleLaneTongDriveStonecliffesHallLane
